id,bathrooms,bedrooms,currency,fee,has_photo,pets_allowed,price,price_type,square_feet,cityname,state,latitude,longitude,time
5668624245,2,3,USD,No,Thumbnail,Cats+Dogs,1199,Monthly,1273,Dallas,GA,33.9217,-84.8634,1577359226
5668624242,2,4,USD,No,Thumbnail,Cats,3580,Monthly,2100,Chicago,IL,41.8625,-87.6825,1577359226
5668623348,1,1,USD,No,Thumbnail,Cats+Dogs,495,Monthly,360,Tulsa,OK,36.1160,-95.9281,1577359172
5668622646,1,2,USD,No,Thumbnail,None,650,Monthly,314,Ogden,UT,41.2321,-111.9813,1577359130
5668622445,1,1,USD,No,Thumbnail,Cats+Dogs,973,Monthly,509,Orlando,FL,28.5163,-81.3644,1577359121
5668622093,1,2,USD,No,Thumbnail,Cats+Dogs,2095,Monthly,390,Providence,RI,41.8240,-71.4315,1577359103
5668621164,1,1,USD,No,Thumbnail,Cats+Dogs,750,Monthly,568,Spokane Valley,WA,47.6485,-117.2657,1577359042
5668620432,1,1,USD,No,Thumbnail,Cats+Dogs,1475,Monthly,663,Somerset,NJ,40.4993,-74.5214,1577358998
5668619160,2,4,USD,No,Thumbnail,Cats+Dogs,1650,Monthly,1100,Urbana,IL,40.1171,-88.1889,1577358906
5668618357,1,1,USD,No,Thumbnail,Cats+Dogs,1200,Monthly,840,Lafayette,IN,40.3613,-86.9005,1577358850
5668617043,1,1,USD,No,Thumbnail,None,720,Monthly,511,Champaign,IL,40.1145,-88.2723,1577358765
5668615317,1,2,USD,No,Thumbnail,Cats+Dogs,1385,Monthly,572,Sacramento,CA,38.5587,-121.4320,1577358669
5668615207,1,1,USD,No,Thumbnail,Cats+Dogs,1007,Monthly,735,Lees Summit,MO,38.9163,-94.3719,1577358659
5668615006,2,3,USD,No,Thumbnail,Cats+Dogs,1499,Monthly,1544,Jacksonville,FL,30.2989,-81.6324,1577358645
5668614703,1,1,USD,No,Thumbnail,Cats+Dogs,671,Monthly,685,Orange,TX,30.1213,-93.7711,1577358623
5668614467,1,2,USD,No,Thumbnail,Cats+Dogs,1910,Monthly,745,Boulder,CO,40.0213,-105.2552,1577358607
5668613564,1,1,USD,No,Thumbnail,None,945,Monthly,530,San Antonio,TX,29.4624,-98.5253,1577358542
5668612602,1,1,USD,No,Thumbnail,Cats+Dogs,1164,Monthly,755,Owings Mills,MD,39.4276,-76.7727,1577358490
5668611315,1,2,USD,No,Thumbnail,Cats+Dogs,777,Monthly,563,Raleigh,NC,35.8230,-78.6438,1577358409
5668610263,1,1,USD,No,Thumbnail,Cats+Dogs,1055,Monthly,550,Saint Petersburg,FL,27.7873,-82.6772,1577358312
5668609452,1,1,USD,No,Thumbnail,Cats+Dogs,665,Monthly,443,Houston,TX,29.7714,-95.4343,1577358270
5668640290,1,1,USD,No,Thumbnail,Cats+Dogs,600,Monthly,347,Saint Louis,MO,38.6274,-90.3040,1577360376
5668639731,1,2,USD,No,Thumbnail,Cats+Dogs,2000,Monthly,1220,Kent,WA,47.3851,-122.1882,1577360335
5668639274,1,1,USD,No,Thumbnail,Cats+Dogs,799,Monthly,500,Oklahoma City,OK,35.4710,-97.5299,1577360301
5668638948,2,3,USD,No,Thumbnail,None,1400,Monthly,1168,Edwardsville,IL,38.8098,-89.9522,1577360274
5668638780,1,1,USD,No,Thumbnail,Cats+Dogs,1915,Monthly,760,Chicago,IL,41.8625,-87.6825,1577360262
5668638665,1,1,USD,No,Thumbnail,None,645,Monthly,675,West Bend,WI,43.4182,-88.1681,1577360253
5668638448,1,1,USD,No,Thumbnail,Cats+Dogs,650,Monthly,560,Bowling Green,OH,41.3712,-83.6212,1577360237
5668637790,2.5,3,USD,No,Thumbnail,Cats+Dogs,1795,Monthly,1656,Ridgefield,WA,45.7905,-122.6885,1577360181
5668637724,1,1,USD,No,Thumbnail,None,2683,Monthly,957,Nashville,TN,36.1370,-86.7830,1577360176
5668637644,3,3,USD,No,Thumbnail,None,3995,Monthly,2831,Portland,OR,45.5091,-122.6449,1577360171
5668637165,1,1,USD,No,Thumbnail,Cats+Dogs,850,Monthly,685,Dickinson,ND,46.8820,-102.7862,1577360146
5668636298,1,2,USD,No,Thumbnail,Cats+Dogs,885,Monthly,468,Omaha,NE,41.2562,-96.0404,1577360100
5668636211,1,2,USD,No,Thumbnail,Cats+Dogs,2395,Monthly,900,Washington,DC,38.9118,-77.0132,1577360093
5668636001,2,3,USD,No,Thumbnail,None,1250,Monthly,2628,Fort Smith,AR,35.3580,-94.3964,1577360079
5668635826,1,1,USD,No,Thumbnail,None,1795,Monthly,500,Carlsbad,CA,33.1201,-117.2858,1577360068
5668635738,1,2,USD,No,Thumbnail,None,545,Monthly,950,Arvilla,ND,47.8895,-97.4940,1577360061
5668635266,2.5,5,USD,No,Thumbnail,None,3495,Monthly,2900,Madison,WI,43.0724,-89.4003,1577360035
5668634764,1,0,USD,No,Thumbnail,None,1195,Monthly,300,Seattle,WA,47.6160,-122.3275,1577360005
5668634577,1,2,USD,No,Thumbnail,None,595,Monthly,792,Battle Creek,MI,42.3149,-85.1757,1577359996
5668634488,4,4,USD,No,Thumbnail,None,6500,Monthly,3800,Annapolis,MD,38.9844,-76.4994,1577359989
5668634340,2,3,USD,No,Thumbnail,None,1395,Monthly,1550,Grand Forks,ND,47.9179,-97.0658,1577359978
5668634074,1,1,USD,No,Thumbnail,Cats+Dogs,1145,Monthly,350,Philadelphia,PA,40.0054,-75.1415,1577359955
5668633861,2.5,4,USD,No,Thumbnail,None,1895,Monthly,2132,Vancouver,WA,45.6558,-122.5888,1577359939
5668633833,1,1,USD,No,Thumbnail,Cats+Dogs,975,Monthly,882,San Antonio,TX,29.4624,-98.5253,1577359937
5668633801,1,2,USD,No,Thumbnail,Cats+Dogs,1015,Monthly,845,Omaha,NE,41.2562,-96.0404,1577359934
5668632658,2,3,USD,No,Thumbnail,Cats+Dogs,1495,Monthly,1850,La Vista,NE,41.1765,-96.0829,1577359853
5668632537,1,1,USD,No,Thumbnail,None,1103,Monthly,652,Austin,TX,30.3054,-97.7497,1577359843
5668632393,1,1,USD,No,Thumbnail,None,1032,Monthly,600,Austin,TX,30.3054,-97.7497,1577359830
5668632355,1,2,USD,No,Thumbnail,None,1729,Monthly,448,Austin,TX,30.3054,-97.7497,1577359826
5668631771,1,2,USD,No,Thumbnail,None,920,Monthly,420,Austin,TX,30.3054,-97.7497,1577359776
5668630592,1,1,USD,No,Thumbnail,None,1339,Monthly,726,Cedar Park,TX,30.4973,-97.8276,1577359706
5668629731,1.5,3,USD,No,Thumbnail,None,1650,Monthly,1250,University Place,WA,47.2334,-122.5457,1577359641
5668629383,1,3,USD,No,Thumbnail,Cats+Dogs,1695,Monthly,1253,Cincinnati,OH,39.1679,-84.4933,1577359613
5668627573,1,1,USD,No,Thumbnail,Cats+Dogs,932,Monthly,725,Pearland,TX,29.5521,-95.3070,1577359474
5668627555,2,2,USD,No,Thumbnail,Cats+Dogs,1500,Monthly,1177,Brunswick,OH,41.2473,-81.8259,1577359473
5668627070,1,2,USD,No,Thumbnail,Cats+Dogs,2200,Monthly,1070,Hawthorne,CA,33.9136,-118.3527,1577359428
5668626983,2.5,2,USD,No,Thumbnail,Dogs,2795,Monthly,1370,Seattle,WA,47.6160,-122.3275,1577359421
5668626966,2.5,4,USD,No,Thumbnail,Cats+Dogs,3200,Monthly,1474,Pleasanton,CA,37.6806,-121.8921,1577359420
5668626795,2.5,3,USD,No,Thumbnail,Cats+Dogs,3399,Monthly,1721,San Jose,CA,37.3108,-121.8645,1577359405
5668625154,2,4,USD,No,Thumbnail,Cats+Dogs,1549,Monthly,2598,Laveen,AZ,33.3526,-112.1976,1577359296
5668624263,2,4,USD,No,Thumbnail,Cats+Dogs,1299,Monthly,2200,Conyers,GA,33.6471,-84.0154,1577359228
5668623892,1,1,USD,No,Thumbnail,None,778,Monthly,616,Kansas City,MO,39.0744,-94.5521,1577359202
5668623884,1,1,USD,No,Thumbnail,None,1140,Monthly,691,Kansas City,MO,39.0744,-94.5521,1577359201
5668622224,1,1,USD,No,Thumbnail,Cats+Dogs,949,Monthly,625,Tallahassee,FL,30.4601,-84.2714,1577359110
5668622069,1,1,USD,No,Thumbnail,Cats+Dogs,891,Monthly,832,Edmond,OK,35.6757,-97.4949,1577359101
5668620244,2,2,USD,No,Thumbnail,Cats+Dogs,1400,Monthly,1140,Waterloo,IA,42.4869,-92.3426,1577358986
5668619348,1,2,USD,No,Thumbnail,Cats+Dogs,1160,Monthly,338,Gainesville,FL,29.6533,-82.3656,1577358920
5668619216,1,1,USD,No,Thumbnail,None,1225,Monthly,450,College Station,TX,30.5969,-96.3034,1577358910
5668618416,1,2,USD,No,Thumbnail,None,960,Monthly,752,West Lafayette,IN,40.4969,-86.9659,1577358855
5668617140,2,3,USD,No,Thumbnail,Cats+Dogs,1525,Monthly,1698,Burleson,TX,32.5285,-97.3119,1577358772
5668617005,1,2,USD,No,Thumbnail,None,995,Monthly,1336,Ames,IA,42.0259,-93.6516,1577358763
5668616966,3,4,USD,No,Thumbnail,Cats+Dogs,1799,Monthly,3740,Maricopa,AZ,32.9749,-112.0905,1577358760
5668616749,1,1,USD,No,Thumbnail,Cats+Dogs,900,Monthly,701,Tucson,AZ,32.2264,-110.9438,1577358746
5668616618,1,1,USD,No,Thumbnail,Cats+Dogs,883,Monthly,719,Bellevue,NE,41.1378,-95.9392,1577358739
5668615971,1,3,USD,No,Thumbnail,None,1424,Monthly,1050,Forest Lake,MN,45.2764,-92.9901,1577358705
5668615295,1,1,USD,No,Thumbnail,Cats+Dogs,850,Monthly,770,Cincinnati,OH,39.1679,-84.4933,1577358668
5668615201,1,2,USD,No,Thumbnail,Cats+Dogs,715,Monthly,740,Lees Summit,MO,38.9163,-94.3719,1577358659
5668614448,1,2,USD,No,Thumbnail,Cats,1025,Monthly,500,Greeley,CO,40.4146,-104.7321,1577358605
5668614383,1,1,USD,No,Thumbnail,None,625,Monthly,468,Urbana,IL,40.1171,-88.1889,1577358600
5668613618,1,1,USD,No,Thumbnail,Cats+Dogs,1660,Monthly,727,Atlanta,GA,33.7848,-84.3922,1577358546
5668613578,1,1,USD,No,Thumbnail,Cats+Dogs,2000,Monthly,585,Fremont,CA,37.5444,-121.9820,1577358543
5668613466,1,1,USD,No,Thumbnail,Cats+Dogs,1649,Monthly,738,Tampa,FL,28.0076,-82.4792,1577358536
5668612874,1,1,USD,No,Thumbnail,Cats+Dogs,1345,Monthly,675,San Bernardino,CA,34.1334,-117.2920,1577358507
5668612750,1,1,USD,No,Thumbnail,Cats,1505,Monthly,490,Bellevue,WA,47.5988,-122.1507,1577358498
5668612739,1,1,USD,No,Thumbnail,Cats+Dogs,1575,Monthly,720,Lake Forest Park,WA,47.7631,-122.2901,1577358498
5668612715,1,1,USD,No,Thumbnail,Cats+Dogs,1445,Monthly,700,Kent,WA,47.3851,-122.1882,1577358496
5668612700,2,2,USD,No,Thumbnail,Cats+Dogs,1440,Monthly,973,Federal Way,WA,47.3071,-122.3404,1577358495
5668612647,1,1,USD,No,Thumbnail,Cats+Dogs,1161,Monthly,780,Tampa,FL,28.0076,-82.4792,1577358492
5668612044,1,1,USD,No,Thumbnail,Cats+Dogs,1495,Monthly,825,New Bedford,MA,41.6505,-70.9367,1577358461
5668612030,1,2,USD,No,Thumbnail,Cats+Dogs,946,Monthly,720,Baltimore,MD,39.3191,-76.6126,1577358460
5668611689,1,2,USD,No,Thumbnail,Cats,1570,Monthly,582,Philadelphia,PA,40.0054,-75.1415,1577358440
5668611090,1,2,USD,No,Thumbnail,Cats+Dogs,950,Monthly,650,Kansas City,MO,39.0744,-94.5521,1577358391
5668609530,1,1,USD,No,Thumbnail,Cats+Dogs,535,Monthly,539,Houston,TX,29.7714,-95.4343,1577358274
5668609491,1,1,USD,No,Thumbnail,Cats+Dogs,877,Monthly,1003,Houston,TX,29.7714,-95.4343,1577358272
5668609277,1,1,USD,No,Thumbnail,Cats+Dogs,1889,Monthly,939,Houston,TX,29.7714,-95.4343,1577358259
5668609146,1,1,USD,No,Thumbnail,Cats+Dogs,1150,Monthly,580,Houston,TX,29.7714,-95.4343,1577358251
5668639419,3.5,5,USD,No,Thumbnail,Dogs,2350,Monthly,2800,Monument,CO,39.0994,-104.8503,1577360312
5668639298,1,0,USD,No,Thumbnail,Cats+Dogs,1299,Monthly,350,Portland,OR,45.5091,-122.6449,1577360303
5668639212,1,0,USD,No,Thumbnail,Cats+Dogs,1250,Monthly,228,Seattle,WA,47.6160,-122.3275,1577360296
5668639058,1,1,USD,No,Thumbnail,Dogs,825,Monthly,550,Georgetown,TX,30.6505,-97.6809,1577360282
5668639039,1,1,USD,No,Thumbnail,Cats+Dogs,675,Monthly,700,Omaha,NE,41.2562,-96.0404,1577360280
5668638910,3.5,4,USD,No,Thumbnail,None,8500,Monthly,2613,Kailua,HI,21.3991,-157.7452,1577360272
5668638650,1,1,USD,No,Thumbnail,Cats,1425,Monthly,650,Parsippany,NJ,40.8620,-74.4061,1577360252
5668638375,1,1,USD,No,Thumbnail,Cats+Dogs,830,Monthly,727,Lithonia,GA,33.7147,-84.1355,1577360230
5668638119,2.5,3,USD,No,Thumbnail,None,1750,Monthly,2068,Cocoa Beach,FL,28.3288,-80.6118,1577360204
5668638112,1,1,USD,No,Thumbnail,Cats+Dogs,595,Monthly,300,Grand Junction,CO,39.0744,-108.5228,1577360203
5668637566,3,4,USD,No,Thumbnail,Cats+Dogs,2700,Monthly,2528,Georgetown,TX,30.6505,-97.6809,1577360167
5668636995,1,1,USD,No,Thumbnail,Cats+Dogs,885,Monthly,660,Blanco,TX,30.1051,-98.4216,1577360141
5668636856,1,0,USD,No,Thumbnail,Cats+Dogs,1130,Monthly,490,Forest Grove,OR,45.5221,-123.1071,1577360136
5668636750,2,2,USD,No,Thumbnail,Cats+Dogs,1650,Monthly,789,Miami Beach,FL,25.8275,-80.1842,1577360132
5668636607,2.5,3,USD,No,Thumbnail,None,4525,Monthly,1884,Birmingham,MI,42.5447,-83.2141,1577360123
5668636475,1,1,USD,No,Thumbnail,Cats+Dogs,625,Monthly,650,Omaha,NE,41.2562,-96.0404,1577360113
5668635638,1,1,USD,No,Thumbnail,None,595,Monthly,615,Jonesboro,AR,35.8199,-90.7016,1577360054
5668635550,1,1,USD,No,Thumbnail,Cats+Dogs,1370,Monthly,708,Milwaukee,WI,43.0336,-87.9094,1577360049
5668634751,1,2,USD,No,Thumbnail,Cats+Dogs,1675,Monthly,725,Philadelphia,PA,40.0054,-75.1415,1577360005
5668634610,1,1,USD,No,Thumbnail,Cats+Dogs,985,Monthly,642,Austin,TX,30.3054,-97.7497,1577359998
5668634483,2.5,2,USD,No,Thumbnail,Cats+Dogs,2200,Monthly,1082,Lemon Grove,CA,32.7331,-117.0332,1577359988
5668634086,1,1,USD,No,Thumbnail,Cats+Dogs,825,Monthly,856,Fort Worth,TX,32.7407,-97.3394,1577359956
5668633803,3,3,USD,No,Thumbnail,Cats+Dogs,1895,Monthly,1820,Omaha,NE,41.2562,-96.0404,1577359935
5668633317,2.5,3,USD,No,Thumbnail,Cats+Dogs,2047,Monthly,1851,Winter Garden,FL,28.5335,-81.5918,1577359905
5668632742,1,1,USD,No,Thumbnail,None,1155,Monthly,697,Leander,TX,30.5104,-97.9027,1577359859
5668632460,1,3,USD,No,Thumbnail,None,1210,Monthly,597,Austin,TX,30.3054,-97.7497,1577359836
5668631794,1,1,USD,No,Thumbnail,None,1554,Monthly,777,Austin,TX,30.3054,-97.7497,1577359778
5668631644,1,1,USD,No,Thumbnail,None,1130,Monthly,792,Austin,TX,30.3054,-97.7497,1577359767
5668630796,1,1,USD,No,Thumbnail,None,1125,Monthly,658,Austin,TX,30.3054,-97.7497,1577359719
5668630679,1,1,USD,No,Thumbnail,Cats+Dogs,1391,Monthly,677,Dallas,TX,32.8212,-96.7853,1577359711
5668630600,1,2,USD,No,Thumbnail,None,1050,Monthly,508,Austin,TX,30.3054,-97.7497,1577359706
5668630436,1,1,USD,No,Thumbnail,Cats+Dogs,2500,Monthly,724,Austin,TX,30.3054,-97.7497,1577359697
5668630425,1,1,USD,No,Thumbnail,Cats+Dogs,2184,Monthly,835,Austin,TX,30.3054,-97.7497,1577359696
5668629810,1,2,USD,No,Thumbnail,Cats+Dogs,1950,Monthly,975,Philadelphia,PA,40.0054,-75.1415,1577359648
5668629442,1,1,USD,No,Thumbnail,Cats+Dogs,2186,Monthly,843,Dallas,TX,32.8212,-96.7853,1577359617
5668629302,1,1,USD,No,Thumbnail,None,930,Monthly,610,Austin,TX,30.3054,-97.7497,1577359607
5668628860,1,1,USD,No,Thumbnail,Cats+Dogs,999,Monthly,522,Doylestown,PA,40.3325,-75.1166,1577359575
5668628751,1,3,USD,No,Thumbnail,Cats+Dogs,1650,Monthly,750,Chicago,IL,41.8625,-87.6825,1577359567
5668627875,1.5,2,USD,No,Thumbnail,None,1545,Monthly,885,Provo,UT,40.2355,-111.6479,1577359498
5668627833,2,3,USD,No,Thumbnail,None,1899,Monthly,1307,Fernandina Beach,FL,30.6378,-81.4612,1577359495
5668627707,2,2,USD,No,Thumbnail,Cats+Dogs,1950,Monthly,1070,Chicago,IL,41.8625,-87.6825,1577359483
5668627413,1,1,USD,No,Thumbnail,Cats+Dogs,2990,Monthly,794,Detroit,MI,42.3882,-83.1122,1577359460
5668627357,2.5,2,USD,No,Thumbnail,Cats,2350,Monthly,1451,Sacramento,CA,38.5587,-121.4320,1577359454
5668626831,1,2,USD,No,Thumbnail,Cats+Dogs,2195,Monthly,816,Long Beach,CA,33.8056,-118.1696,1577359410
5668626745,3,4,USD,No,Thumbnail,None,3850,Monthly,2440,Gilroy,CA,37.0199,-121.5728,1577359399
5668626656,1,1,USD,No,Thumbnail,Cats+Dogs,2990,Monthly,661,Detroit,MI,42.3882,-83.1122,1577359390
5668626326,2,5,USD,No,Thumbnail,None,6300,Monthly,2100,Brookline,MA,42.3368,-71.1267,1577359368
5668626140,1,2,USD,No,Thumbnail,None,1230,Monthly,457,Boise,ID,43.6046,-116.2475,1577359357
5668625273,1,1,USD,No,Thumbnail,Cats,1395,Monthly,500,Chicago,IL,41.8625,-87.6825,1577359304
5668623688,1,1,USD,No,Thumbnail,Cats+Dogs,2295,Monthly,332,San Francisco,CA,37.7599,-122.4379,1577359191
5668622898,2,3,USD,No,Thumbnail,Cats+Dogs,1199,Monthly,1200,Columbia,SC,34.0505,-81.0098,1577359143
5668622699,1,1,USD,No,Thumbnail,Cats+Dogs,646,Monthly,656,Meridian,ID,43.6090,-116.3988,1577359132
5668622549,1,1,USD,No,Thumbnail,None,895,Monthly,690,San Antonio,TX,29.4624,-98.5253,1577359125
5668622530,1,1,USD,No,Thumbnail,None,884,Monthly,622,San Antonio,TX,29.4624,-98.5253,1577359124
5668622311,1,1,USD,No,Thumbnail,Cats+Dogs,640,Monthly,530,Davenport,IA,41.5486,-90.5922,1577359114
5668622103,1,1,USD,No,Thumbnail,Cats+Dogs,1756,Monthly,862,Providence,RI,41.8240,-71.4315,1577359104
5668621582,2,4,USD,No,Thumbnail,None,1900,Monthly,1150,Urbana,IL,40.1171,-88.1889,1577359069
5668620392,1,1,USD,No,Thumbnail,None,1209,Monthly,500,Eugene,OR,44.0410,-123.1254,1577358996
5668619707,2,2,USD,No,Thumbnail,Cats,1568,Monthly,828,State College,PA,40.7985,-77.8612,1577358946
5668619505,1,1,USD,No,Thumbnail,Cats+Dogs,1180,Monthly,664,Mishawaka,IN,41.6650,-86.1592,1577358931
5668618499,1,2,USD,No,Thumbnail,Cats+Dogs,900,Monthly,551,Rochester,MN,44.0346,-92.4680,1577358862
5668618420,1,2,USD,No,Thumbnail,None,1040,Monthly,470,West Lafayette,IN,40.4969,-86.9659,1577358855
5668618400,3,3,USD,No,Thumbnail,Cats+Dogs,960,Monthly,1470,West Lafayette,IN,40.4969,-86.9659,1577358854
5668617849,1,2,USD,No,Thumbnail,None,820,Monthly,916,Grand Forks,ND,47.9179,-97.0658,1577358818
5668617594,2,4,USD,No,Thumbnail,Cats+Dogs,1440,Monthly,1832,Manhattan,KS,39.1984,-96.6052,1577358800
5668617224,2,3,USD,No,Thumbnail,Cats+Dogs,1299,Monthly,1358,Glendale,AZ,33.5944,-112.1837,1577358777
5668617089,1,2,USD,No,Thumbnail,Cats+Dogs,1631,Monthly,499,Long Beach,CA,33.8056,-118.1696,1577358769
5668616952,1,1,USD,No,Thumbnail,Cats+Dogs,1020,Monthly,740,Peoria,AZ,33.6047,-112.2456,1577358759
5668615889,1,1,USD,No,Thumbnail,Cats+Dogs,1125,Monthly,676,Columbus,OH,39.9850,-83.0728,1577358702
5668615727,1,1,USD,No,Thumbnail,Cats+Dogs,1211,Monthly,866,Morrisville,NC,35.8269,-78.8335,1577358694
5668615712,2,2,USD,No,Thumbnail,None,1010,Monthly,1100,Charlotte,NC,35.2016,-80.8124,1577358693
5668615657,1,1,USD,No,Thumbnail,None,1675,Monthly,682,Fountain Valley,CA,33.7166,-117.9446,1577358690
5668615287,2,3,USD,No,Thumbnail,Cats+Dogs,1500,Monthly,1382,Lees Summit,MO,38.9163,-94.3719,1577358666
5668615079,1,2,USD,No,Thumbnail,Cats+Dogs,944,Monthly,1125,Indianapolis,IN,39.7953,-86.1387,1577358651
5668615050,1,3,USD,No,Thumbnail,Cats+Dogs,950,Monthly,680,Antioch,TN,36.0402,-86.6385,1577358648
5668615042,2,2,USD,No,Thumbnail,Cats+Dogs,1004,Monthly,912,Spring Hill,TN,35.7530,-86.8832,1577358647
